county,births_2022,deaths_2022,domestic_mig_2022,gq_estimates_2022,international_mig_2022,n_pop_chg_2022,natural_chg_2022,net_mig_2022,pop_estimate_2022,r_birth_2022,r_death_2022,r_domestic_mig_2022,r_international_mig_2022,r_natural_chg_2022,r_net_mig_2022,residual_2022,civilian_labor_force_2022,employed_2022,med_hh_income_percent_of_state_total_2022,median_household_income_2022,unemployed_2022,unemployment_rate_2022,state
"sumter county, sc",,,,,,,,,,,,,,,,,42000.0,40399.0,88.6,56937.0,1601.0,3.8,
sunflower county,277.0,395.0,-376.0,4050.0,-2.0,-492.0,-118.0,-378.0,24837.0,11.0,15.7,-15.0,-0.1,-4.7,-15.1,4.0,,,,,,,
"sunflower county, ms",,,,,,,,,,,,,,,,,7175.0,6771.0,72.8,38423.0,404.0,5.6,
surry county,744.0,1150.0,631.0,955.0,18.0,225.0,-406.0,649.0,71482.0,10.4,16.1,8.8,0.3,-5.7,9.1,-18.0,,,,,,,
"surry county, nc",,,,,,,,,,,,,,,,,32788.0,31651.0,73.4,49524.0,1137.0,3.5,
"surry county, va",,,,,,,,,,,,,,,,,3649.0,3546.0,76.1,65339.0,103.0,2.8,
susquehanna county,369.0,579.0,-56.0,319.0,9.0,-278.0,-210.0,-47.0,38139.0,9.6,15.1,-1.5,0.2,-5.5,-1.2,-21.0,,,,,,,
"susquehanna county, pa",,,,,,,,,,,,,,,,,20233.0,19436.0,88.3,63413.0,797.0,3.9,
sussex county,2486.0,3385.0,8597.0,2809.0,482.0,8638.0,-899.0,9079.0,256447.0,9.9,13.4,34.1,1.9,-3.6,36.0,458.0,,,,,,,
"sussex county, de",,,,,,,,,,,,,,,,,112168.0,107494.0,99.1,81188.0,4674.0,4.2,
"sussex county, nj",,,,,,,,,,,,,,,,,77614.0,74621.0,115.5,111308.0,2993.0,3.9,
"sussex county, va",,,,,,,,,,,,,,,,,3689.0,3536.0,57.5,49340.0,153.0,4.1,
sutter county,1231.0,972.0,-1096.0,935.0,254.0,-583.0,259.0,-842.0,98569.0,12.5,9.8,-11.1,2.6,2.6,-8.5,0.0,,,,,,,
"sutter county, ca",,,,,,,,,,,,,,,,,45931.0,42859.0,72.2,66071.0,3072.0,6.7,
sutton county,37.0,47.0,-70.0,5.0,19.0,-59.0,-10.0,-51.0,3232.0,11.3,14.4,-21.5,5.8,-3.1,-15.6,2.0,,,,,,,
"sutton county, tx",,,,,,,,,,,,,,,,,1040.0,981.0,95.2,68838.0,59.0,5.7,
suwannee county,438.0,783.0,1523.0,2619.0,12.0,1280.0,-345.0,1535.0,45405.0,9.8,17.5,34.0,0.3,-7.7,34.3,90.0,,,,,,,
"suwannee county, fl",,,,,,,,,,,,,,,,,17168.0,16583.0,74.0,51295.0,585.0,3.4,
swain county,169.0,258.0,-110.0,368.0,15.0,-192.0,-89.0,-95.0,13936.0,12.0,18.4,-7.8,1.1,-6.3,-6.8,-8.0,,,,,,,
"swain county, nc",,,,,,,,,,,,,,,,,7156.0,6921.0,82.1,55462.0,235.0,3.3,
sweet grass county,24.0,45.0,46.0,27.0,1.0,25.0,-21.0,47.0,3727.0,6.5,12.1,12.4,0.3,-5.7,12.7,-1.0,,,,,,,
"sweet grass county, mt",,,,,,,,,,,,,,,,,1896.0,1857.0,100.1,68006.0,39.0,2.1,
sweetwater county,441.0,438.0,-307.0,629.0,55.0,-252.0,3.0,-252.0,41374.0,10.6,10.6,-7.4,1.3,0.1,-6.1,-3.0,,,,,,,
"sweetwater county, wy",,,,,,,,,,,,,,,,,19898.0,19115.0,106.3,75779.0,783.0,3.9,
swift county,113.0,96.0,-48.0,378.0,22.0,-11.0,17.0,-26.0,9771.0,11.6,9.8,-4.9,2.3,1.7,-2.7,-2.0,,,,,,,
"swift county, mn",,,,,,,,,,,,,,,,,4828.0,4688.0,81.6,67166.0,140.0,2.9,
swisher county,82.0,98.0,-66.0,650.0,37.0,-48.0,-16.0,-29.0,6959.0,11.7,14.0,-9.5,5.3,-2.3,-4.2,-3.0,,,,,,,
"swisher county, tx",,,,,,,,,,,,,,,,,2582.0,2476.0,72.1,52148.0,106.0,4.1,
switzerland county,121.0,116.0,132.0,100.0,0.0,140.0,5.0,132.0,10009.0,12.2,11.7,13.3,0.0,0.5,13.3,3.0,,,,,,,
"switzerland county, in",,,,,,,,,,,,,,,,,4716.0,4582.0,94.7,63246.0,134.0,2.8,
talbot county,43.0,98.0,53.0,0.0,0.0,2.0,-55.0,53.0,5757.0,7.5,17.0,9.2,0.0,-9.6,9.2,4.0,,,,,,,
"talbot county, ga",,,,,,,,,,,,,,,,,2786.0,2680.0,62.1,45163.0,106.0,3.8,
"talbot county, md",,,,,,,,,,,,,,,,,17395.0,16853.0,80.7,76583.0,542.0,3.1,
taliaferro county,15.0,37.0,58.0,19.0,0.0,39.0,-22.0,58.0,1608.0,9.4,23.3,36.5,0.0,-13.8,36.5,3.0,,,,,,,
"taliaferro county, ga",,,,,,,,,,,,,,,,,542.0,519.0,57.9,42138.0,23.0,4.2,
talladega county,868.0,1302.0,436.0,2504.0,15.0,14.0,-434.0,451.0,80748.0,10.8,16.1,5.4,0.2,-5.4,5.6,-3.0,,,,,,,
"talladega county, al",,,,,,,,,,,,,,,,,36207.0,35115.0,92.4,55186.0,1092.0,3.0,
tallahatchie county,133.0,195.0,-180.0,1660.0,4.0,-238.0,-62.0,-176.0,12067.0,10.9,16.0,-14.8,0.3,-5.1,-14.4,0.0,,,,,,,
"tallahatchie county, ms",,,,,,,,,,,,,,,,,4641.0,4450.0,73.9,39009.0,191.0,4.1,
tallapoosa county,389.0,697.0,120.0,680.0,13.0,-186.0,-308.0,133.0,40913.0,9.5,17.0,2.9,0.3,-7.5,3.2,-11.0,,,,,,,
"tallapoosa county, al",,,,,,,,,,,,,,,,,17517.0,17028.0,92.6,55270.0,489.0,2.8,
tama county,198.0,222.0,45.0,266.0,34.0,45.0,-24.0,79.0,16943.0,11.7,13.1,2.7,2.0,-1.4,4.7,-10.0,,,,,,,
"tama county, ia",,,,,,,,,,,,,,,,,9181.0,8872.0,95.1,66295.0,309.0,3.4,
taney county,580.0,801.0,666.0,2276.0,-5.0,445.0,-221.0,661.0,56749.0,10.3,14.2,11.8,-0.1,-3.9,11.7,5.0,,,,,,,
"taney county, mo",,,,,,,,,,,,,,,,,25596.0,24531.0,81.8,53009.0,1065.0,4.2,
tangipahoa parish,1958.0,1760.0,1040.0,4499.0,66.0,1311.0,198.0,1106.0,136799.0,14.4,12.9,7.6,0.5,1.5,8.1,7.0,,,,,,,
"tangipahoa parish, la",,,,,,,,,,,,,,,,,56453.0,54026.0,99.1,54942.0,2427.0,4.3,
taos county,236.0,423.0,63.0,234.0,38.0,-95.0,-187.0,101.0,34590.0,6.8,12.2,1.8,1.1,-5.4,2.9,-9.0,,,,,,,
"taos county, nm",,,,,,,,,,,,,,,,,14745.0,14016.0,81.0,48462.0,729.0,4.9,
tarrant county,27696.0,17187.0,8266.0,28364.0,8003.0,25951.0,10509.0,16269.0,2155646.0,12.9,8.0,3.9,3.7,4.9,7.6,-827.0,,,,,,,
"tarrant county, tx",,,,,,,,,,,,,,,,,1139902.0,1098145.0,105.5,76285.0,41757.0,3.7,
tate county,309.0,413.0,267.0,1320.0,-4.0,156.0,-104.0,263.0,28259.0,11.0,14.7,9.5,-0.1,-3.7,9.3,-3.0,,,,,,,
"tate county, ms",,,,,,,,,,,,,,,,,12104.0,11642.0,111.1,58623.0,462.0,3.8,
tattnall county,271.0,329.0,-24.0,3896.0,-7.0,-104.0,-58.0,-31.0,23988.0,11.3,13.7,-1.0,-0.3,-2.4,-1.3,-15.0,,,,,,,
"tattnall county, ga",,,,,,,,,,,,,,,,,9373.0,9080.0,65.2,47401.0,293.0,3.1,
taylor county,224.0,338.0,535.0,1633.0,57.0,506.0,-114.0,592.0,21313.0,10.6,16.0,25.4,2.7,-5.4,28.1,28.0,,,,,,,
"taylor county, fl",,,,,,,,,,,,,,,,,8021.0,7743.0,70.0,48482.0,278.0,3.5,
"taylor county, ga",,,,,,,,,,,,,,,,,2591.0,2457.0,60.5,44035.0,134.0,5.2,
"taylor county, ia",,,,,,,,,,,,,,,,,3137.0,3073.0,80.4,56021.0,64.0,2.0,
"taylor county, ky",,,,,,,,,,,,,,,,,12183.0,11720.0,88.5,52414.0,463.0,3.8,
"taylor county, tx",,,,,,,,,,,,,,,,,68904.0,66573.0,85.5,61798.0,2331.0,3.4,
"taylor county, wi",,,,,,,,,,,,,,,,,10651.0,10290.0,95.1,67544.0,361.0,3.4,
"taylor county, wv",,,,,,,,,,,,,,,,,7837.0,7536.0,99.8,53972.0,301.0,3.8,
tazewell county,1262.0,1727.0,-301.0,2473.0,29.0,-802.0,-465.0,-272.0,129610.0,9.7,13.3,-2.3,0.2,-3.6,-2.1,-65.0,,,,,,,
"tazewell county, il",,,,,,,,,,,,,,,,,61433.0,58802.0,95.5,73285.0,2631.0,4.3,
"tazewell county, va",,,,,,,,,,,,,,,,,15403.0,14775.0,56.3,48360.0,628.0,4.1,
tehama county,769.0,900.0,48.0,728.0,-23.0,-147.0,-131.0,25.0,65299.0,11.8,13.8,0.7,-0.4,-2.0,0.4,-41.0,,,,,,,
"tehama county, ca",,,,,,,,,,,,,,,,,25538.0,24277.0,64.4,58900.0,1261.0,4.9,
telfair county,120.0,184.0,100.0,3099.0,24.0,61.0,-64.0,124.0,12378.0,9.7,14.9,8.1,1.9,-5.2,10.0,1.0,,,,,,,
"telfair county, ga",,,,,,,,,,,,,,,,,3575.0,3364.0,57.1,41547.0,211.0,5.9,
teller county,181.0,262.0,-8.0,164.0,9.0,-85.0,-81.0,1.0,24860.0,7.3,10.5,-0.3,0.4,-3.3,0.0,-5.0,,,,,,,
"teller county, co",,,,,,,,,,,,,,,,,13358.0,12954.0,91.4,81466.0,404.0,3.0,
tensas parish,25.0,86.0,-155.0,0.0,0.0,-210.0,-61.0,-155.0,3814.0,6.4,21.9,-39.6,0.0,-15.6,-39.6,6.0,,,,,,,
"tensas parish, la",,,,,,,,,,,,,,,,,1304.0,1239.0,60.0,33290.0,65.0,5.0,
terrebonne parish,1372.0,1389.0,-4632.0,1023.0,154.0,-4323.0,-17.0,-4478.0,104632.0,12.8,13.0,-43.4,1.4,-0.2,-41.9,172.0,,,,,,,
"terrebonne parish, la",,,,,,,,,,,,,,,,,44444.0,42735.0,103.5,57376.0,1709.0,3.8,
terrell county,87.0,139.0,-80.0,293.0,1.0,-132.0,-52.0,-79.0,8792.0,9.8,15.7,-9.0,0.1,-5.9,-8.9,-1.0,,,,,,,
"terrell county, ga",,,,,,,,,,,,,,,,,3477.0,3315.0,73.2,53281.0,162.0,4.7,
"terrell county, tx",,,,,,,,,,,,,,,,,405.0,390.0,66.4,47969.0,15.0,3.7,
terry county,177.0,148.0,-355.0,567.0,39.0,-270.0,29.0,-316.0,11444.0,15.3,12.8,-30.7,3.4,2.5,-27.3,17.0,,,,,,,
"terry county, tx",,,,,,,,,,,,,,,,,4650.0,4454.0,65.0,46998.0,196.0,4.2,
teton county,132.0,67.0,154.0,23.0,12.0,246.0,65.0,166.0,12519.0,10.6,5.4,12.4,1.0,5.2,13.4,15.0,,,,,,,
"teton county, id",,,,,,,,,,,,,,,,,7645.0,7477.0,131.6,95580.0,168.0,2.2,
"teton county, mt",,,,,,,,,,,,,,,,,2768.0,2692.0,84.0,57054.0,76.0,2.7,
"teton county, wy",,,,,,,,,,,,,,,,,16829.0,16392.0,179.1,127677.0,437.0,2.6,
texas county,281.0,428.0,563.0,1742.0,-2.0,436.0,-147.0,561.0,25304.0,11.2,17.1,22.4,-0.1,-5.9,22.4,22.0,,,,,,,
"texas county, mo",,,,,,,,,,,,,,,,,8935.0,8660.0,72.0,46622.0,275.0,3.1,
"texas county, ok",,,,,,,,,,,,,,,,,12011.0,11794.0,101.8,60719.0,217.0,1.8,
thayer county,52.0,91.0,8.0,87.0,0.0,-34.0,-39.0,8.0,4854.0,10.7,18.7,1.6,0.0,-8.0,1.6,-3.0,,,,,,,
"thayer county, ne",,,,,,,,,,,,,,,,,2706.0,2658.0,87.5,61125.0,48.0,1.8,
thomas county,506.0,664.0,-92.0,481.0,-1.0,-267.0,-158.0,-93.0,45551.0,11.1,14.5,-2.0,0.0,-3.5,-2.0,-16.0,,,,,,,
"thomas county, ga",,,,,,,,,,,,,,,,,17042.0,16421.0,71.8,52236.0,621.0,3.6,
"thomas county, ks",,,,,,,,,,,,,,,,,4234.0,4154.0,91.4,62916.0,80.0,1.9,
"thomas county, ne",,,,,,,,,,,,,,,,,456.0,445.0,84.2,58818.0,11.0,2.4,
throckmorton county,14.0,23.0,42.0,0.0,1.0,36.0,-9.0,43.0,1539.0,9.2,15.1,27.6,0.7,-5.9,28.3,2.0,,,,,,,
"throckmorton county, tx",,,,,,,,,,,,,,,,,739.0,715.0,70.6,50997.0,24.0,3.2,
thurston county,124.0,87.0,-124.0,106.0,5.0,-78.0,37.0,-119.0,6555.0,18.8,13.2,-18.8,0.8,5.6,-18.0,4.0,,,,,,,
"thurston county, ne",,,,,,,,,,,,,,,,,3237.0,3136.0,81.8,57129.0,101.0,3.1,
"thurston county, wa",,,,,,,,,,,,,,,,,147067.0,140545.0,97.0,88560.0,6522.0,4.4,
tift county,502.0,546.0,286.0,976.0,20.0,253.0,-44.0,306.0,41335.0,12.2,13.2,6.9,0.5,-1.1,7.4,-9.0,,,,,,,
"tift county, ga",,,,,,,,,,,,,,,,,21063.0,20461.0,72.8,52962.0,602.0,2.9,
tillamook county,215.0,430.0,-55.0,401.0,-1.0,-287.0,-215.0,-56.0,27521.0,7.8,15.5,-2.0,0.0,-7.8,-2.0,-16.0,,,,,,,
"tillamook county, or",,,,,,,,,,,,,,,,,12121.0,11617.0,85.8,64877.0,504.0,4.2,
tillman county,65.0,126.0,-4.0,118.0,0.0,-69.0,-61.0,-4.0,6971.0,9.3,18.0,-0.6,0.0,-8.7,-0.6,-4.0,,,,,,,
"tillman county, ok",,,,,,,,,,,,,,,,,2954.0,2854.0,74.3,44333.0,100.0,3.4,
tioga county,463.0,555.0,-207.0,646.0,0.0,-314.0,-92.0,-207.0,47766.0,9.7,11.6,-4.3,0.0,-1.9,-4.3,-15.0,,,,,,,
"tioga county, ny",,,,,,,,,,,,,,,,,22181.0,21452.0,95.9,76197.0,729.0,3.3,
"tioga county, pa",,,,,,,,,,,,,,,,,19050.0,18178.0,85.2,61190.0,872.0,4.6,
tippah county,251.0,333.0,-104.0,563.0,5.0,-187.0,-82.0,-99.0,21438.0,11.7,15.5,-4.8,0.2,-3.8,-4.6,-6.0,,,,,,,
"tippah county, ms",,,,,,,,,,,,,,,,,9727.0,9404.0,99.7,52635.0,323.0,3.3,
tippecanoe county,2029.0,1530.0,-1271.0,15917.0,1606.0,814.0,499.0,335.0,188237.0,10.8,8.1,-6.8,8.6,2.7,1.8,-20.0,,,,,,,
"tippecanoe county, in",,,,,,,,,,,,,,,,,96898.0,94095.0,84.0,56088.0,2803.0,2.9,
tipton county,152.0,235.0,17.0,198.0,5.0,-69.0,-83.0,22.0,15325.0,9.9,15.3,1.1,0.3,-5.4,1.4,-8.0,,,,,,,
"tipton county, in",,,,,,,,,,,,,,,,,8981.0,8722.0,97.4,65025.0,259.0,2.9,
"tipton county, tn",,,,,,,,,,,,,,,,,27667.0,26664.0,105.4,68778.0,1003.0,3.6,
tishomingo county,203.0,392.0,87.0,290.0,-4.0,-113.0,-189.0,83.0,18621.0,10.9,21.0,4.7,-0.2,-10.1,4.4,-7.0,,,,,,,
"tishomingo county, ms",,,,,,,,,,,,,,,,,8417.0,8115.0,97.8,51652.0,302.0,3.6,
titus county,459.0,358.0,-180.0,237.0,67.0,-23.0,101.0,-113.0,31237.0,14.7,11.5,-5.8,2.1,3.2,-3.6,-11.0,,,,,,,
"titus county, tx",,,,,,,,,,,,,,,,,13764.0,13162.0,80.8,58411.0,602.0,4.4,
toa alta municipio,,,,,,,,,66016.0,,,,,,,,,,,,,,
"toa alta municipio, pr",,,,,,,,,,,,,,,,,30319.0,28966.0,,,1353.0,4.5,
toa baja municipio,,,,,,,,,72726.0,,,,,,,,,,,,,,
"toa baja municipio, pr",,,,,,,,,,,,,,,,,31511.0,30060.0,,,1451.0,4.6,
todd county,186.0,183.0,87.0,145.0,6.0,93.0,3.0,93.0,12394.0,15.1,14.8,7.0,0.5,0.2,7.5,-3.0,,,,,,,
"todd county, ky",,,,,,,,,,,,,,,,,5671.0,5484.0,89.9,53280.0,187.0,3.3,
"todd county, mn",,,,,,,,,,,,,,,,,13502.0,13089.0,80.5,66300.0,413.0,3.1,
"todd county, sd",,,,,,,,,,,,,,,,,3004.0,2894.0,59.3,41862.0,110.0,3.7,
"tolland county, ct",,,,,,,,,,,,,,,,,86461.0,83265.0,,,3196.0,3.7,
tom green county,1507.0,1440.0,-474.0,3449.0,121.0,-318.0,67.0,-353.0,118913.0,12.7,12.1,-4.0,1.0,0.6,-3.0,-32.0,,,,,,,
"tom green county, tx",,,,,,,,,,,,,,,,,55626.0,53694.0,83.5,60348.0,1932.0,3.5,
tompkins county,701.0,752.0,-2290.0,14492.0,568.0,-1667.0,-51.0,-1722.0,104299.0,6.7,7.2,-21.8,5.4,-0.5,-16.4,106.0,,,,,,,
"tompkins county, ny",,,,,,,,,,,,,,,,,49504.0,48089.0,90.6,72025.0,1415.0,2.9,
tooele county,1085.0,520.0,2516.0,515.0,17.0,3180.0,565.0,2533.0,79955.0,13.8,6.6,32.1,0.2,7.2,32.3,82.0,,,,,,,
"tooele county, ut",,,,,,,,,,,,,,,,,38041.0,37053.0,103.2,91353.0,988.0,2.6,
toole county,49.0,73.0,64.0,993.0,40.0,85.0,-24.0,104.0,5077.0,9.7,14.5,12.7,7.9,-4.8,20.7,5.0,,,,,,,
"toole county, mt",,,,,,,,,,,,,,,,,2062.0,2019.0,73.4,49850.0,43.0,2.1,
toombs county,377.0,429.0,-8.0,557.0,38.0,-34.0,-52.0,30.0,26813.0,14.1,16.0,-0.3,1.4,-1.9,1.1,-12.0,,,,,,,
"toombs county, ga",,,,,,,,,,,,,,,,,12003.0,11529.0,62.0,45125.0,474.0,3.9,
torrance county,154.0,245.0,165.0,296.0,0.0,70.0,-91.0,165.0,15383.0,10.0,16.0,10.8,0.0,-5.9,10.8,-4.0,,,,,,,
"torrance county, nm",,,,,,,,,,,,,,,,,5505.0,5209.0,80.7,48322.0,296.0,5.4,
towner county,20.0,30.0,-68.0,25.0,8.0,-68.0,-10.0,-60.0,2060.0,9.6,14.3,-32.5,3.8,-4.8,-28.7,2.0,,,,,,,
"towner county, nd",,,,,,,,,,,,,,,,,1127.0,1102.0,96.5,70656.0,25.0,2.2,
towns county,94.0,245.0,233.0,578.0,5.0,81.0,-151.0,238.0,12961.0,7.3,19.0,18.0,0.4,-11.7,18.4,-6.0,,,,,,,
"towns county, ga",,,,,,,,,,,,,,,,,4047.0,3876.0,81.5,59273.0,171.0,4.2,
traill county,79.0,97.0,-21.0,372.0,5.0,-32.0,-18.0,-16.0,7955.0,9.9,12.2,-2.6,0.6,-2.3,-2.0,2.0,,,,,,,
"traill county, nd",,,,,,,,,,,,,,,,,4470.0,4384.0,108.0,79065.0,86.0,1.9,
transylvania county,250.0,510.0,317.0,862.0,33.0,101.0,-260.0,350.0,33373.0,7.5,15.3,9.5,1.0,-7.8,10.5,11.0,,,,,,,
"transylvania county, nc",,,,,,,,,,,,,,,,,14681.0,14169.0,92.1,62173.0,512.0,3.5,
traverse county,31.0,65.0,4.0,92.0,1.0,-30.0,-34.0,5.0,3242.0,9.5,20.0,1.2,0.3,-10.4,1.5,-1.0,,,,,,,
"traverse county, mn",,,,,,,,,,,,,,,,,1635.0,1596.0,77.6,63913.0,39.0,2.4,
travis county,16018.0,7195.0,2605.0,34572.0,7261.0,18682.0,8823.0,9866.0,1327550.0,12.2,5.5,2.0,5.5,6.7,7.5,-7.0,,,,,,,
"travis county, tx",,,,,,,,,,,,,,,,,823554.0,800001.0,131.6,95151.0,23553.0,2.9,
treasure county,9.0,9.0,-14.0,0.0,0.0,-14.0,0.0,-14.0,754.0,11.8,11.8,-18.4,0.0,0.0,-18.4,0.0,,,,,,,
"treasure county, mt",,,,,,,,,,,,,,,,,346.0,338.0,89.0,60454.0,8.0,2.3,
trego county,28.0,46.0,-25.0,35.0,2.0,-42.0,-18.0,-23.0,2746.0,10.1,16.6,-9.0,0.7,-6.5,-8.3,-1.0,,,,,,,
"trego county, ks",,,,,,,,,,,,,,,,,1364.0,1331.0,79.4,54628.0,33.0,2.4,
trempealeau county,383.0,315.0,82.0,400.0,37.0,168.0,68.0,119.0,30891.0,12.4,10.2,2.7,1.2,2.2,3.9,-19.0,,,,,,,
"trempealeau county, wi",,,,,,,,,,,,,,,,,14906.0,14441.0,96.0,68184.0,465.0,3.1,
treutlen county,77.0,119.0,36.0,468.0,0.0,-6.0,-42.0,36.0,6359.0,12.1,18.7,5.7,0.0,-6.6,5.7,0.0,,,,,,,
"treutlen county, ga",,,,,,,,,,,,,,,,,2618.0,2511.0,59.8,43533.0,107.0,4.1,
trigg county,158.0,248.0,218.0,58.0,0.0,128.0,-90.0,218.0,14348.0,11.1,17.4,15.3,0.0,-6.3,15.3,0.0,,,,,,,
"trigg county, ky",,,,,,,,,,,,,,,,,6027.0,5747.0,95.3,56433.0,280.0,4.6,
trimble county,81.0,139.0,41.0,38.0,-1.0,-22.0,-58.0,40.0,8527.0,9.5,16.3,4.8,-0.1,-6.8,4.7,-4.0,,,,,,,
"trimble county, ky",,,,,,,,,,,,,,,,,3812.0,3642.0,111.1,65828.0,170.0,4.5,
trinity county,105.0,193.0,-207.0,195.0,-6.0,-304.0,-88.0,-213.0,15778.0,6.6,12.1,-13.0,-0.4,-5.5,-13.4,-3.0,,,,,,,
"trinity county, ca",,,,,,,,,,,,,,,,,4515.0,4303.0,54.1,49485.0,212.0,4.7,
"trinity county, tx",,,,,,,,,,,,,,,,,5368.0,5083.0,68.7,49629.0,285.0,5.3,
tripp county,66.0,62.0,-6.0,245.0,5.0,-1.0,4.0,-1.0,5579.0,11.8,11.1,-1.1,0.9,0.7,-0.2,-4.0,,,,,,,
"tripp county, sd",,,,,,,,,,,,,,,,,3071.0,3020.0,79.2,55946.0,51.0,1.7,
troup county,900.0,907.0,661.0,1351.0,71.0,729.0,-7.0,732.0,70247.0,12.9,13.0,9.5,1.0,-0.1,10.5,4.0,,,,,,,
"troup county, ga",,,,,,,,,,,,,,,,,36794.0,35671.0,76.8,55852.0,1123.0,3.1,
trousdale county,115.0,153.0,478.0,2453.0,-2.0,472.0,-38.0,476.0,12077.0,9.7,12.9,40.4,-0.2,-3.2,40.2,34.0,,,,,,,
"trousdale county, tn",,,,,,,,,,,,,,,,,5740.0,5568.0,89.8,58584.0,172.0,3.0,
trujillo alto municipio,,,,,,,,,66770.0,,,,,,,,,,,,,,
"trujillo alto municipio, pr",,,,,,,,,,,,,,,,,29498.0,28425.0,,,1073.0,3.6,
trumbull county,1979.0,3308.0,558.0,3812.0,36.0,-846.0,-1329.0,594.0,200726.0,9.8,16.4,2.8,0.2,-6.6,3.0,-111.0,,,,,,,
"trumbull county, oh",,,,,,,,,,,,,,,,,82752.0,78656.0,82.7,54406.0,4096.0,4.9,
tucker county,59.0,120.0,-9.0,129.0,1.0,-73.0,-61.0,-8.0,6620.0,8.9,18.0,-1.4,0.2,-9.2,-1.2,-4.0,,,,,,,
"tucker county, wv",,,,,,,,,,,,,,,,,3542.0,3409.0,93.2,50444.0,133.0,3.8,
tulare county,6846.0,3977.0,-2273.0,4969.0,219.0,708.0,2869.0,-2054.0,477884.0,14.3,8.3,-4.8,0.5,6.0,-4.3,-107.0,,,,,,,
"tulare county, ca",,,,,,,,,,,,,,,,,206681.0,189562.0,70.3,64313.0,17119.0,8.3,
tulsa county,8648.0,7929.0,836.0,11951.0,1835.0,3010.0,719.0,2671.0,677061.0,12.8,11.7,1.2,2.7,1.1,4.0,-380.0,,,,,,,
"tulsa county, ok",,,,,,,,,,,,,,,,,330103.0,320002.0,106.4,63442.0,10101.0,3.1,
tunica county,118.0,165.0,-185.0,82.0,0.0,-235.0,-47.0,-185.0,9407.0,12.4,17.3,-19.4,0.0,-4.9,-19.4,-3.0,,,,,,,
"tunica county, ms",,,,,,,,,,,,,,,,,4155.0,3972.0,71.4,37694.0,183.0,4.4,
tuolumne county,453.0,825.0,-158.0,3084.0,19.0,-544.0,-372.0,-139.0,54587.0,8.3,15.0,-2.9,0.3,-6.8,-2.5,-33.0,,,,,,,
"tuolumne county, ca",,,,,,,,,,,,,,,,,19725.0,18829.0,76.6,70108.0,896.0,4.5,
turner county,110.0,135.0,-53.0,310.0,-1.0,-83.0,-25.0,-54.0,8836.0,12.4,15.2,-6.0,-0.1,-2.8,-6.1,-4.0,,,,,,,
"turner county, ga",,,,,,,,,,,,,,,,,3169.0,3036.0,56.2,40865.0,133.0,4.2,
"turner county, sd",,,,,,,,,,,,,,,,,4757.0,4670.0,105.5,74511.0,87.0,1.8,
tuscaloosa county,2488.0,2292.0,679.0,20405.0,257.0,1020.0,196.0,936.0,236690.0,10.5,9.7,2.9,1.1,0.8,4.0,-112.0,,,,,,,
"tuscaloosa county, al",,,,,,,,,,,,,,,,,103171.0,100623.0,102.0,60875.0,2548.0,2.5,
tuscarawas county,1144.0,1392.0,-435.0,1051.0,56.0,-647.0,-248.0,-379.0,91971.0,12.4,15.1,-4.7,0.6,-2.7,-4.1,-20.0,,,,,,,
"tuscarawas county, oh",,,,,,,,,,,,,,,,,44347.0,42651.0,90.6,59626.0,1696.0,3.8,
tuscola county,505.0,795.0,166.0,823.0,22.0,-126.0,-290.0,188.0,52908.0,9.5,15.0,3.1,0.4,-5.5,3.5,-24.0,,,,,,,
"tuscola county, mi",,,,,,,,,,,,,,,,,23081.0,21865.0,92.6,61978.0,1216.0,5.3,
twiggs county,69.0,161.0,-114.0,104.0,0.0,-205.0,-92.0,-114.0,7676.0,8.9,20.7,-14.7,0.0,-11.8,-14.7,1.0,,,,,,,
"twiggs county, ga",,,,,,,,,,,,,,,,,2712.0,2582.0,67.0,48772.0,130.0,4.8,
twin falls county,1140.0,1044.0,1223.0,1711.0,93.0,1427.0,96.0,1316.0,93821.0,12.2,11.2,13.1,1.0,1.0,14.1,15.0,,,,,,,
"twin falls county, id",,,,,,,,,,,,,,,,,44202.0,42962.0,87.9,63860.0,1240.0,2.8,
tyler county,209.0,414.0,665.0,2308.0,14.0,513.0,-205.0,679.0,20411.0,10.4,20.5,33.0,0.7,-10.2,33.7,39.0,,,,,,,
"tyler county, tx",,,,,,,,,,,,,,,,,7181.0,6744.0,70.2,50722.0,437.0,6.1,
"tyler county, wv",,,,,,,,,,,,,,,,,2960.0,2788.0,106.4,57560.0,172.0,5.8,
tyrrell county,42.0,50.0,91.0,213.0,3.0,94.0,-8.0,94.0,3473.0,12.3,14.6,26.6,0.9,-2.3,27.4,8.0,,,,,,,
"tyrrell county, nc",,,,,,,,,,,,,,,,,1309.0,1240.0,63.0,42514.0,69.0,5.3,
uinta county,232.0,203.0,32.0,218.0,-6.0,46.0,29.0,26.0,20727.0,11.2,9.8,1.5,-0.3,1.4,1.3,-9.0,,,,,,,
"uinta county, wy",,,,,,,,,,,,,,,,,9017.0,8691.0,102.5,73072.0,326.0,3.6,
uintah county,490.0,327.0,669.0,115.0,22.0,875.0,163.0,691.0,37104.0,13.4,8.9,18.2,0.6,4.4,18.8,21.0,,,,,,,
"uintah county, ut",,,,,,,,,,,,,,,,,14110.0,13593.0,76.3,67554.0,517.0,3.7,
